Set,Player1_Sets,Player2_Sets,Game,Player1_Game,Player2_Game,Tiebreak,Player1_Score,Player2_Score,Point,Stroke_Number,Point_Winner,Player,Serving,BP,SP,Shot_Side,Shot_Type,X,Y,X2,Y2,Outcome,Remarks,Serve_Speed
1,0,0,4,1,2,0,40,30,28,5,-,Player2,2,1,0,BH,Drop-volley,-2.5,1.5,-3.1,-5.4,In-Play,,
1,0,0,4,1,2,0,40,30,28,6,-,Player1,2,1,0,BH,Lob,-2.9,-7.5,-0.9,5,In-Play,No-Bounce,
1,0,0,4,1,2,0,40,30,28,7,2,Player2,2,1,0,FH,Overhead,-1.1,5,0.9,-3.3,Winner,,
1,0,0,4,1,2,0,40,40,29,1,-,Player2,2,0,0,FH,1st Serve,-0.3,12,2.7,-6.3,In-Play,,186
1,0,0,4,1,2,0,40,40,29,2,-,Player1,2,0,0,FH,Topspin,5.2,-13.4,-1.7,11.4,In-Play,,
1,0,0,4,1,2,0,40,40,29,3,-,Player2,2,0,0,FH,Topspin,-2,12.2,-0.5,-9.4,In-Play,,
1,0,0,4,1,2,0,40,40,29,4,-,Player1,2,0,0,BH,Topspin,-0.2,-11.8,-1.9,6.2,In-Play,,
1,0,0,4,1,2,0,40,40,29,5,-,Player2,2,0,0,BH,Topspin,-1.9,11.7,2.1,-10,In-Play,,
1,0,0,4,1,2,0,40,40,29,6,-,Player1,2,0,0,FH,Topspin,4.3,-13.6,-3,6.8,In-Play,,
1,0,0,4,1,2,0,40,40,29,7,-,Player2,2,0,0,BH,Drop-Shot,-5.2,12.2,-2.7,-5.4,In-Play,,
1,0,0,4,1,2,0,40,40,29,8,-,Player1,2,0,0,BH,Slice,-2.7,-7.3,-3.2,10.9,In-Play,,
1,0,0,4,1,2,0,40,40,29,9,-,Player2,2,0,0,BH,Lob,-3.6,13,-2.3,-6.3,In-Play,No-Bounce,
1,0,0,4,1,2,0,40,40,29,10,2,Player1,2,0,0,BH,Overhead,-2.2,-6.5,4.7,6.2,Forced-Error,,
1,0,0,4,1,2,0,40,A,30,1,-,Player2,2,0,0,FH,1st Serve,0.4,11.8,-1.4,-6,In-Play,,198
1,0,0,4,1,2,0,40,A,30,2,-,Player1,2,0,0,FH,Topspin,-1.9,-12.5,-0.8,11.3,In-Play,,
1,0,0,4,1,2,0,40,A,30,3,-,Player2,2,0,0,FH,Topspin,-0.9,13.5,-2.1,-4.6,In-Play,,
1,0,0,4,1,2,0,40,A,30,4,-,Player1,2,0,0,BH,Topspin,-3.9,-12.7,1.5,10.8,In-Play,,
1,0,0,4,1,2,0,40,A,30,5,-,Player2,2,0,0,FH,Topspin,2,13.9,-2.5,-10.5,In-Play,,
1,0,0,4,1,2,0,40,A,30,6,-,Player1,2,0,0,BH,Topspin,-3.9,-12.4,1.8,7.7,In-Play,,
1,0,0,4,1,2,0,40,A,30,7,-,Player2,2,0,0,FH,Topspin,2.9,12.9,2.5,-7.2,In-Play,,
1,0,0,4,1,2,0,40,A,30,8,-,Player1,2,0,0,FH,Topspin,2.7,-13.4,-3.5,7.9,In-Play,,
1,0,0,4,1,2,0,40,A,30,9,-,Player2,2,0,0,BH,Topspin,-4.9,13.2,-2.9,-7.4,In-Play,,
1,0,0,4,1,2,0,40,A,30,10,-,Player1,2,0,0,BH,Topspin,-2.5,-13.5,0.7,7.9,In-Play,,
1,0,0,4,1,2,0,40,A,30,11,-,Player2,2,0,0,FH,Topspin,1.1,13,-1.9,-5.4,In-Play,,
1,0,0,4,1,2,0,40,A,30,12,-,Player1,2,0,0,BH,Drop-Shot,-3.1,-11.1,-3.4,1.2,In-Play,,
1,0,0,4,1,2,0,40,A,30,13,1,Player2,2,0,0,BH,Slice,-4.4,3.2,-3.5,0,Unforced-Error,,
1,0,0,4,1,2,0,40,40,31,0,-,Player2,2,0,0,FH,1st Serve,-0.4,11.9,1.2,-7.7,Fault,,183
1,0,0,4,1,2,0,40,40,31,1,-,Player2,2,0,0,FH,2nd Serve,-0.5,11.9,1.3,-4.9,In-Play,,140
1,0,0,4,1,2,0,40,40,31,2,-,Player1,2,0,0,BH,Topspin,1.9,-12.5,-1.9,8.8,In-Play,,
1,0,0,4,1,2,0,40,40,31,3,-,Player2,2,0,0,BH,Topspin,-2.3,13,-2.2,-7.4,In-Play,,
1,0,0,4,1,2,0,40,40,31,4,-,Player1,2,0,0,BH,Topspin,-2.5,-12.6,1.8,7.17,In-Play,,
1,0,0,4,1,2,0,40,40,31,5,-,Player2,2,0,0,FH,Topspin,3,13.6,-2.2,-8.5,In-Play,,
1,0,0,4,1,2,0,40,40,31,6,-,Player1,2,0,0,BH,Topspin,-3.4,-12,1,10.1,In-Play,,
1,0,0,4,1,2,0,40,40,31,7,-,Player2,2,0,0,FH,Topspin,1.7,13.2,3.4,-9.3,In-Play,,
1,0,0,4,1,2,0,40,40,31,8,-,Player1,2,0,0,FH,Topspin,3.9,-14.2,-2.2,6.91,In-Play,,
1,0,0,4,1,2,0,40,40,31,9,-,Player2,2,0,0,FH,Topspin,-3.3,10.4,-2.5,-11.4,In-Play,,
1,0,0,4,1,2,0,40,40,31,10,2,Player1,2,0,0,BH,Topspin,-2.6,-14.8,4.8,8.7,Forced-Error,,
1,0,0,4,1,2,0,40,A,32,0,-,Player2,2,0,0,FH,1st Serve,1.2,11.8,-2.1,0,Fault,,176
1,0,0,4,1,2,0,40,A,32,1,-,Player2,2,0,0,FH,2nd Serve,1.5,11.9,-3,-5,In-Play,,142
1,0,0,4,1,2,0,40,A,32,2,-,Player1,2,0,0,BH,Topspin,-5.1,-10.9,1.5,11.6,In-Play,,
1,0,0,4,1,2,0,40,A,32,3,-,Player2,2,0,0,FH,Topspin,1.8,12.7,-0.7,-7.5,In-Play,,
1,0,0,4,1,2,0,40,A,32,4,-,Player1,2,0,0,FH,Topspin,-1.4,-12.8,-1.8,7.2,In-Play,,
1,0,0,4,1,2,0,40,A,32,5,-,Player2,2,0,0,BH,Topspin,-2.4,13.6,0.9,-7.3,In-Play,,
1,0,0,4,1,2,0,40,A,32,6,2,Player1,2,0,0,FH,Topspin,3.1,-13.2,2.5,13,Unforced-Error,,
1,0,0,5,1,3,0,0,0,33,1,-,Player1,1,0,0,FH,1st Serve,0.8,-11.5,-3.7,4.3,In-Play,,171
1,0,0,5,1,3,0,0,0,33,2,1,Player2,1,0,0,BH,Topspin,-6.8,14.2,-2.5,-12.7,Forced-Error,,
1,0,0,5,1,3,0,15,0,34,0,-,Player1,1,0,0,FH,1st Serve,-1.1,-11.9,2.6,6.8,Fault,,189
1,0,0,5,1,3,0,15,0,34,1,-,Player1,1,0,0,FH,2nd Serve,-0.7,-11.8,2.5,4,In-Play,,142
1,0,0,5,1,3,0,15,0,34,2,-,Player2,1,0,0,FH,Topspin,5.1,14.8,1,-8,In-Play,,
1,0,0,5,1,3,0,15,0,34,3,2,Player1,1,0,0,FH,Topspin,0,-12,-4.5,12.8,Forced-Error,,
1,0,0,5,1,3,0,15,15,35,0,-,Player1,1,0,0,FH,1st Serve,0.5,-12,-0.5,6.9,Fault,,196
1,0,0,5,1,3,0,15,15,35,1,-,Player1,1,0,0,FH,2nd Serve,1,-12,-2.8,2.7,In-Play,,150
1,0,0,5,1,3,0,15,15,35,2,-,Player2,1,0,0,BH,Topspin,-5.4,13.9,-2.9,-7.7,In-Play,,
1,0,0,5,1,3,0,15,15,35,3,-,Player1,1,0,0,BH,Topspin,-2.3,-13.6,1.2,8.4,In-Play,,
1,0,0,5,1,3,0,15,15,35,4,-,Player2,1,0,0,FH,Topspin,2.3,13.2,-3,-7.3,In-Play,,
1,0,0,5,1,3,0,15,15,35,5,-,Player1,1,0,0,BH,Topspin,-5.9,-13.5,-2.7,7.7,In-Play,,
1,0,0,5,1,3,0,15,15,35,6,-,Player2,1,0,0,BH,Topspin,-2.1,12.7,2.4,-5.5,In-Play,,
1,0,0,5,1,3,0,15,15,35,7,2,Player1,1,0,0,FH,Topspin,4.5,-13.5,4.6,6,Forced-Error,,
1,0,0,5,1,3,0,15,30,36,0,-,Player1,1,0,0,FH,1st Serve,-0.9,-12,2,-0.1,Fault,,192
1,0,0,5,1,3,0,15,30,36,1,-,Player1,1,0,0,FH,2nd Serve,-0.9,-11.8,0.8,5.5,In-Play,,143
1,0,0,5,1,3,0,15,30,36,2,-,Player2,1,0,0,FH,Topspin,1.5,14.4,2.3,-9.9,In-Play,,
1,0,0,5,1,3,0,15,30,36,3,-,Player1,1,0,0,FH,Topspin,2.4,-12.6,-1.8,9.4,In-Play,,
1,0,0,5,1,3,0,15,30,36,4,-,Player2,1,0,0,BH,Topspin,-2.4,13.2,-2,-5.3,In-Play,,
1,0,0,5,1,3,0,15,30,36,5,-,Player1,1,0,0,FH,Topspin,-1.9,-12,1.4,7.3,In-Play,,
1,0,0,5,1,3,0,15,30,36,6,-,Player2,1,0,0,FH,Topspin,2.6,13.8,-1.8,-7.3,In-Play,,
1,0,0,5,1,3,0,15,30,36,7,-,Player1,1,0,0,BH,Topspin,-3.6,-13,-3,7.2,In-Play,,
1,0,0,5,1,3,0,15,30,36,8,-,Player2,1,0,0,BH,Topspin,-3.2,11,1.6,-7.1,In-Play,,
1,0,0,5,1,3,0,15,30,36,9,-,Player1,1,0,0,FH,Topspin,4.3,-14,0.7,10.5,In-Play,,
1,0,0,5,1,3,0,15,30,36,10,-,Player2,1,0,0,FH,Topspin,0.7,12.7,-1.1,-8.3,In-Play,,
1,0,0,5,1,3,0,15,30,36,11,-,Player1,1,0,0,FH,Topspin,-1.6,-12.9,-1.7,8.5,In-Play,,
1,0,0,5,1,3,0,15,30,36,12,-,Player2,1,0,0,BH,Topspin,-2.1,13.8,-0.9,-4.8,In-Play,,
1,0,0,5,1,3,0,15,30,36,13,-,Player1,1,0,0,FH,Topspin,0,-11.5,-2.1,5.8,In-Play,,
1,0,0,5,1,3,0,15,30,36,14,-,Player2,1,0,0,BH,Topspin,-2.5,13,-1.4,-5.7,In-Play,,
1,0,0,5,1,3,0,15,30,36,15,-,Player1,1,0,0,FH,Topspin,-0.8,-12.5,-2.7,7.1,In-Play,,
1,0,0,5,1,3,0,15,30,36,16,-,Player2,1,0,0,BH,Topspin,-3.4,14.1,0.8,-7.6,In-Play,,
1,0,0,5,1,3,0,15,30,36,17,-,Player1,1,0,0,FH,Topspin,2.2,-12.7,-2.8,7,In-Play,,
1,0,0,5,1,3,0,15,30,36,18,-,Player2,1,0,0,BH,Slice,-4.9,13.4,-1.2,-7.8,In-Play,,
1,0,0,5,1,3,0,15,30,36,19,-,Player1,1,0,0,FH,Topspin,-1.4,-10.3,2.6,8.24,In-Play,,
1,0,0,5,1,3,0,15,30,36,20,-,Player2,1,0,0,FH,Topspin,4.2,14.6,-2.1,-7.6,In-Play,,
1,0,0,5,1,3,0,15,30,36,21,-,Player1,1,0,0,FH,Topspin,-4,-10.6,-1.1,6.3,In-Play,,
1,0,0,5,1,3,0,15,30,36,22,-,Player2,1,0,0,BH,Topspin,-0.5,13.8,1.6,-8.1,In-Play,,
1,0,0,5,1,3,0,15,30,36,23,-,Player1,1,0,0,FH,Topspin,2.1,-12.3,-2.1,7.58,In-Play,,
1,0,0,5,1,3,0,15,30,36,24,-,Player2,1,0,0,BH,Topspin,-2.9,12.9,-2.6,-7.9,In-Play,,
1,0,0,5,1,3,0,15,30,36,25,1,Player1,1,0,0,BH,Topspin,-2.3,-11.3,3.6,7.1,Winner,,
1,0,0,5,1,3,0,30,30,37,0,-,Player1,1,0,0,FH,1st Serve,1,-12.2,-0.5,6.8,Fault,,192
1,0,0,5,1,3,0,30,30,37,1,-,Player1,1,0,0,FH,2nd Serve,1,-11.9,-3,4.3,In-Play,,140
1,0,0,5,1,3,0,30,30,37,2,-,Player2,1,0,0,BH,Topspin,-6.3,14,-1.2,-7.3,In-Play,,
1,0,0,5,1,3,0,30,30,37,3,2,Player1,1,0,0,FH,Topspin,0.9,-12.2,2.4,-0.2,Unforced-Error,,
1,0,0,5,1,3,0,30,40,38,0,-,Player1,1,1,0,FH,1st Serve,-0.6,-11.9,3.3,7.5,Fault,,194
1,0,0,5,1,3,0,30,40,38,1,-,Player1,1,1,0,FH,2nd Serve,-0.7,-12,0.8,4.6,In-Play,,149
1,0,0,5,1,3,0,30,40,38,2,-,Player2,1,1,0,FH,Topspin,1,14.6,-1.7,-7.3,In-Play,,
1,0,0,5,1,3,0,30,40,38,3,-,Player1,1,1,0,FH,Topspin,-2.4,-12.4,1.8,5.7,In-Play,,
1,0,0,5,1,3,0,30,40,38,4,-,Player2,1,1,0,FH,Topspin,2.9,13.6,-3.3,-10.8,In-Play,,
1,0,0,5,1,3,0,30,40,38,5,-,Player1,1,1,0,BH,Topspin,-4.6,-13.2,1.7,7.3,In-Play,,
1,0,0,5,1,3,0,30,40,38,6,2,Player2,1,1,0,FH,Topspin,2.6,12.2,3.6,-9.7,Winner,,
1,0,0,6,1,4,0,0,0,39,7,-,Player2,2,0,0,FH,1st Serve,0.6,-11.9,-0.7,4.2,In-Play,,190
1,0,0,6,1,4,0,0,0,39,8,2,Player1,2,0,0,BH,Topspin,-0.7,14.1,0.9,-12.7,Forced-Error,,
1,0,0,6,1,4,0,0,15,40,0,-,Player2,2,0,0,FH,1st Serve,-0.6,-12,0.5,0,Fault,,Unknown
1,0,0,6,1,4,0,0,15,40,1,-,Player2,2,0,0,FH,2nd Serve,-0.9,-11.9,1.3,5.9,In-Play,,170
1,0,0,6,1,4,0,0,15,40,2,2,Player1,2,0,0,FH,Topspin,1.6,11.6,1.3,-13.4,Forced-Error,,
1,0,0,6,1,4,0,0,30,41,0,-,Player2,2,0,0,FH,1st Serve,0.7,-11.8,-4.7,7.6,Fault,,189
1,0,0,6,1,4,0,0,30,41,1,-,Player2,2,0,0,FH,2nd Serve,0.7,-12,-1.1,4.2,In-Play,,152
1,0,0,6,1,4,0,0,30,41,2,2,Player1,2,0,0,BH,Topspin,-1.5,12.2,-2.5,0.2,Forced-Error,,
1,0,0,6,1,4,0,0,40,42,0,-,Player2,2,0,0,FH,1st Serve,-0.8,-12,-0.3,0,Fault,,192
1,0,0,6,1,4,0,0,40,42,1,-,Player2,2,0,0,FH,2nd Serve,-0.8,-11.9,2.7,4.4,In-Play,,155
1,0,0,6,1,4,0,0,40,42,2,2,Player1,2,0,0,BH,Topspin,5.5,11.8,-1.8,-12.3,Forced-Error,,
1,0,0,7,1,5,0,0,0,43,0,-,Player1,1,0,0,FH,1st Serve,-0.6,12.1,4.7,-6.5,Fault,,164
1,0,0,7,1,5,0,0,0,43,1,-,Player1,1,0,0,FH,2nd Serve,-0.6,11.9,2.9,-4.2,In-Play,,153
1,0,0,7,1,5,0,0,0,43,2,-,Player2,1,0,0,BH,Topspin,6.7,-14,-2.2,10.5,In-Play,,
1,0,0,7,1,5,0,0,0,43,3,-,Player1,1,0,0,FH,Topspin,-2.4,12.5,-1.9,-7.8,In-Play,,
1,0,0,7,1,5,0,0,0,43,4,-,Player2,1,0,0,FH,Topspin,-1.5,-13.9,1.6,8.5,In-Play,,
1,0,0,7,1,5,0,0,0,43,5,-,Player1,1,0,0,BH,Topspin,2,13,-2.3,-11.2,In-Play,,
1,0,0,7,1,5,0,0,0,43,6,-,Player2,1,0,0,FH,Topspin,-2.2,-13.3,1.6,5.8,In-Play,,
1,0,0,7,1,5,0,0,0,43,7,-,Player1,1,0,0,BH,Topspin,2.5,12.3,3.4,-10.3,In-Play,,
1,0,0,7,1,5,0,0,0,43,8,-,Player2,1,0,0,BH,Slice,3.7,-13.4,1.4,2.6,In-Play,No-Bounce,
1,0,0,7,1,5,0,0,0,43,9,1,Player1,1,0,0,BH,Volley,1.3,2.2,-2.1,-3.6,Winner,,
1,0,0,7,1,5,0,15,0,44,1,-,Player1,1,0,0,FH,1st Serve,0.4,11.8,-3.1,-5.6,In-Play,,179
1,0,0,7,1,5,0,15,0,44,2,-,Player2,1,0,0,FH,Topspin,-5.9,-14.5,1.7,2.7,In-Play,,
1,0,0,7,1,5,0,15,0,44,3,-,Player1,1,0,0,BH,Topspin,5.6,10.2,0.9,-6.2,In-Play,Net-Cord,
1,0,0,7,1,5,0,15,0,44,4,2,Player2,1,0,0,FH,Topspin,-1.3,-8.3,2.7,7.4,Winner,,
1,0,0,7,1,5,0,15,15,45,1,-,Player1,1,0,0,FH,1st Serve,-0.5,11.9,0.5,-5.4,In-Play,,188
1,0,0,7,1,5,0,15,15,45,2,-,Player2,1,0,0,FH,Topspin,1.4,-14,0.4,11,In-Play,,
1,0,0,7,1,5,0,15,15,45,3,-,Player1,1,0,0,FH,Topspin,0.5,14.1,2.7,-9.8,In-Play,,
1,0,0,7,1,5,0,15,15,45,4,-,Player2,1,0,0,BH,Slice,4.8,-13.6,0.4,8.5,In-Play,,
1,0,0,7,1,5,0,15,15,45,5,-,Player1,1,0,0,FH,Topspin,-0.4,10.8,2.8,-10.9,In-Play,,
1,0,0,7,1,5,0,15,15,45,6,-,Player2,1,0,0,BH,Topspin,4.5,-13.3,-1.4,6.25,In-Play,,
1,0,0,7,1,5,0,15,15,45,7,-,Player1,1,0,0,FH,Drop-volley,-1.4,7.4,-2.8,-2.2,In-Play,,
1,0,0,7,1,5,0,15,15,45,8,1,Player2,1,0,0,FH,Lob,-3.1,-5.3,1.2,13.9,Forced-Error,,
1,0,0,7,1,5,0,30,15,46,0,-,Player1,1,0,0,FH,1st Serve,0.9,12,-3.7,-7.5,Fault,,191
1,0,0,7,1,5,0,30,15,46,1,-,Player1,1,0,0,FH,2nd Serve,1.1,11.9,-2.8,-5.83,In-Play,,138
1,0,0,7,1,5,0,30,15,46,2,-,Player2,1,0,0,FH,Topspin,-5.4,-14.1,0.8,7.5,In-Play,,
1,0,0,7,1,5,0,30,15,46,3,-,Player1,1,0,0,FH,Topspin,2.2,13.1,1.7,-8.3,In-Play,,
1,0,0,7,1,5,0,30,15,46,4,1,Player2,1,0,0,BH,Slice,2.2,-13.3,1.9,-0.5,Forced-Error,,
1,0,0,7,1,5,0,40,15,47,1,-,Player1,1,0,0,FH,1st Serve,-0.6,12,0.6,-4.8,In-Play,,190
1,0,0,7,1,5,0,40,15,47,2,-,Player2,1,0,0,FH,Topspin,0.9,-13.7,1.8,11.6,In-Play,,
1,0,0,7,1,5,0,40,15,47,3,-,Player1,1,0,0,BH,Topspin,1.9,12.4,-3.6,-7,In-Play,,
1,0,0,7,1,5,0,40,15,47,4,1,Player2,1,0,0,FH,Topspin,-5.3,-10.7,5,10.9,Unforced-Error,,
1,0,0,8,2,5,0,0,0,48,1,-,Player2,2,0,0,FH,1st Serve,-0.2,11.9,0.4,-4.8,In-Play,,183
1,0,0,8,2,5,0,0,0,48,2,-,Player1,2,0,0,BH,Topspin,0.7,-13.9,0.5,4,In-Play,,
1,0,0,8,2,5,0,0,0,48,3,-,Player2,2,0,0,FH,Topspin,0.7,10.7,-3.1,-7,In-Play,,
1,0,0,8,2,5,0,0,0,48,4,-,Player1,2,0,0,BH,Topspin,-5.7,-14.2,1.2,3,In-Play,No-Bounce,
1,0,0,8,2,5,0,0,0,48,5,1,Player2,2,0,0,FH,Volley,1.2,3.5,1.3,0.2,Unforced-Error,,
1,0,0,8,2,5,0,15,0,49,1,-,Player2,2,0,0,FH,1st Serve,1,12,-3,-5,In-Play,,167
1,0,0,8,2,5,0,15,0,49,2,-,Player1,2,0,0,BH,Topspin,-7.1,-14.1,0.3,7,In-Play,,
1,0,0,8,2,5,0,15,0,49,3,2,Player2,2,0,0,FH,Topspin,1.2,11.3,3.2,-9.7,Winner,,
1,0,0,8,2,5,0,15,15,50,1,-,Player2,2,0,0,FH,1st Serve,-0.5,11.9,2.6,-5.1,In-Play,,184
1,0,0,8,2,5,0,15,15,50,2,-,Player1,2,0,0,FH,Topspin,4.7,-13.7,1.1,10.2,In-Play,,
1,0,0,8,2,5,0,15,15,50,3,-,Player2,2,0,0,FH,Topspin,0.4,13.6,-1.6,-9,In-Play,,
1,0,0,8,2,5,0,15,15,50,4,-,Player1,2,0,0,FH,Topspin,-2.3,-13.4,1.4,7.1,In-Play,,
1,0,0,8,2,5,0,15,15,50,5,-,Player2,2,0,0,FH,Topspin,1.8,13.5,-1.1,-6,In-Play,,
1,0,0,8,2,5,0,15,15,50,6,-,Player1,2,0,0,FH,Topspin,-1.2,-7.9,2.6,8.1,In-Play,,
1,0,0,8,2,5,0,15,15,50,7,-,Player2,2,0,0,FH,Topspin,4.1,13.9,-2.9,-9.3,In-Play,,
1,0,0,8,2,5,0,15,15,50,8,1,Player1,2,0,0,FH,Topspin,-5.2,-12.1,-3.3,9.9,Winner,,
1,0,0,8,2,5,0,30,15,51,1,-,Player2,2,0,0,FH,1st Serve,1,11.8,-1.8,-5.1,In-Play,,173
1,0,0,8,2,5,0,30,15,51,2,-,Player1,2,0,0,BH,Topspin,-5.5,-13,0.9,9.5,In-Play,,
1,0,0,8,2,5,0,30,15,51,3,-,Player2,2,0,0,FH,Topspin,0.9,11.6,-3,-5.8,In-Play,,
1,0,0,8,2,5,0,30,15,51,4,-,Player1,2,0,0,BH,Topspin,-6.1,-14.9,1.3,2.5,In-Play,No-Bounce,
1,0,0,8,2,5,0,30,15,51,5,2,Player2,2,0,0,FH,Drop-volley,1.2,2.2,1.8,-3.5,Winner,,
1,0,0,8,2,5,0,30,30,52,0,-,Player2,2,0,0,FH,1st Serve,-0.6,11.7,1.2,0,Fault,,187
1,0,0,8,2,5,0,30,30,52,1,-,Player2,2,0,0,FH,2nd Serve,-0.5,11.9,1.5,-4.9,In-Play,,138
1,0,0,8,2,5,0,30,30,52,2,-,Player1,2,0,0,FH,Topspin,2.2,-12.7,-2.1,5.9,In-Play,,
1,0,0,8,2,5,0,30,30,52,3,-,Player2,2,0,0,BH,Topspin,-3,7.8,-2.8,-7.5,In-Play,,
1,0,0,8,2,5,0,30,30,52,4,2,Player1,2,0,0,BH,Topspin,-2.9,-13.5,5.3,9.5,Unforced-Error,,
1,0,0,8,2,5,0,30,40,53,1,-,Player2,2,0,1,FH,1st Serve,1.1,12,-2.9,-5.1,In-Play,,173
1,0,0,8,2,5,0,30,40,53,2,2,Player1,2,0,1,BH,Topspin,-6.5,-13.2,-0.1,-0.1,Forced-Error,,
2,0,1,1,0,0,0,0,0,54,0,,Player1,1,0,0,FH,1st Serve,1.1,-11.8,-4.5,7,Fault,,157
2,0,1,1,0,0,0,0,0,54,1,,Player1,1,0,0,FH,2nd Serve,0.8,-11.9,-3.1,5.2,In-Play,,141
2,0,1,1,0,0,0,0,0,54,2,,Player2,1,0,0,BH,Topspin,-5.7,13.9,-1.1,-8,In-Play,,
2,0,1,1,0,0,0,0,0,54,3,,Player1,1,0,0,FH,Topspin,0.8,-12.6,1.6,9.6,In-Play,,
2,0,1,1,0,0,0,0,0,54,4,,Player2,1,0,0,FH,Topspin,2.1,14.1,-2.5,-8.9,In-Play,,
2,0,1,1,0,0,0,0,0,54,5,,Player1,1,0,0,BH,Topspin,-4,-11.9,2.3,8,In-Play,,
2,0,1,1,0,0,0,0,0,54,6,,Player2,1,0,0,FH,Topspin,3.2,13.2,2.2,-9.2,In-Play,,
2,0,1,1,0,0,0,0,0,54,7,,Player1,1,0,0,FH,Topspin,1.8,-13.7,-1.5,9.8,In-Play,,
2,0,1,1,0,0,0,0,0,54,8,,Player2,1,0,0,BH,Topspin,-1.5,12.7,-1.6,-7.8,In-Play,,
2,0,1,1,0,0,0,0,0,54,9,,Player1,1,0,0,FH,Topspin,-1.7,-12.8,2.5,11.8,In-Play,,
2,0,1,1,0,0,0,0,0,54,10,1,Player2,1,0,0,FH,Topspin,3.2,13.9,-3,-13.5,Forced-Error,,
2,0,1,1,0,0,0,15,0,55,0,,Player1,1,0,0,FH,1st Serve,-0.7,-11.9,1.6,-0.2,Fault,,190
2,0,1,1,0,0,0,15,0,55,1,2,Player1,1,0,0,FH,2nd Serve,-0.7,-12,-0.5,3.11,Fault,,132
2,0,1,1,0,0,0,15,15,56,1,,Player1,1,0,0,FH,1st Serve,0.9,-11.9,-0.6,5.6,In-Play,,188
2,0,1,1,0,0,0,15,15,56,2,,Player2,1,0,0,FH,Topspin,-0.9,14.7,2.4,-2.6,In-Play,,
2,0,1,1,0,0,0,15,15,56,3,1,Player1,1,0,0,FH,Topspin,3.2,-2.8,-3.9,9.9,Winner,,
2,0,1,1,0,0,0,30,15,57,1,,Player1,1,0,0,FH,1st Serve,-0.7,-11.9,0.7,4.1,In-Play,,184
2,0,1,1,0,0,0,30,15,57,2,,Player2,1,0,0,BH,Topspin,1.1,14.1,-2,-7.6,In-Play,,
2,0,1,1,0,0,0,30,15,57,3,,Player1,1,0,0,FH,Topspin,-2.9,-11.8,-3.1,3.6,In-Play,,
2,0,1,1,0,0,0,30,15,57,4,,Player2,1,0,0,BH,Topspin,-3.1,12.7,0.7,-7.6,In-Play,,
2,0,1,1,0,0,0,30,15,57,5,,Player1,1,0,0,FH,Topspin,1.1,-12.6,1.7,9,In-Play,,
2,0,1,1,0,0,0,30,15,57,6,,Player2,1,0,0,FH,Topspin,2.2,13.5,-1.4,-7.5,In-Play,,
2,0,1,1,0,0,0,30,15,57,7,,Player1,1,0,0,BH,Topspin,-2.6,-12.8,-2.8,8.1,In-Play,,
2,0,1,1,0,0,0,30,15,57,8,,Player2,1,0,0,BH,Topspin,-3,13,3.2,-5.3,In-Play,,
2,0,1,1,0,0,0,30,15,57,9,,Player1,1,0,0,BH,Lob,6.6,-14.3,-1.3,3.4,In-Play,No-Bounce,
2,0,1,1,0,0,0,30,15,57,10,2,Player2,1,0,0,FH,Overhead,-1.6,3.2,-2.1,-5.5,Winner,,
2,0,1,1,0,0,0,30,30,58,1,,Player1,1,0,0,FH,1st Serve,1.1,-11.9,-0.6,5.1,In-Play,,194
2,0,1,1,0,0,0,30,30,58,2,,Player2,1,0,0,FH,Topspin,-1.6,13.7,3.2,-4.4,In-Play,,
2,0,1,1,0,0,0,30,30,58,3,,Player1,1,0,0,FH,Topspin,5.3,-9.3,-2.8,5.4,In-Play,,
2,0,1,1,0,0,0,30,30,58,4,,Player2,1,0,0,BH,Slice,-7.3,14,-2.2,-11.3,In-Play,,
2,0,1,1,0,0,0,30,30,58,5,,Player1,1,0,0,BH,Topspin,-2.3,-12.9,1.6,8.6,In-Play,,
2,0,1,1,0,0,0,30,30,58,6,,Player2,1,0,0,FH,Topspin,2.4,13.5,-3.2,-3.9,In-Play,,
2,0,1,1,0,0,0,30,30,58,7,2,Player1,1,0,0,BH,Topspin,-6.8,-12.5,-4.2,-0.3,Forced-Error,,
2,0,1,1,0,0,0,30,40,59,1,,Player1,1,1,0,FH,1st Serve,-0.6,-12,0.9,6.2,In-Play,,189
2,0,1,1,0,0,0,30,40,59,2,1,Player2,1,1,0,BH,Topspin,1.5,14.2,-1.8,-12.5,Forced-Error,,
2,0,1,1,0,0,0,40,40,60,1,,Player1,1,0,0,FH,1st Serve,1.4,-11.9,-3.2,4.5,In-Play,,162
2,0,1,1,0,0,0,40,40,60,2,,Player2,1,0,0,BH,Topspin,-7,13.5,-0.4,-7.3,In-Play,,
2,0,1,1,0,0,0,40,40,60,3,,Player1,1,0,0,FH,Topspin,1.7,-10.1,1.6,8.7,In-Play,,
2,0,1,1,0,0,0,40,40,60,4,,Player2,1,0,0,FH,Topspin,1.3,13.8,-1.8,-8.9,In-Play,,
2,0,1,1,0,0,0,40,40,60,5,,Player1,1,0,0,FH,Topspin,-2.3,-12.9,1.6,8.1,In-Play,,
2,0,1,1,0,0,0,40,40,60,6,,Player2,1,0,0,FH,Topspin,2.4,12.7,2.6,-11.4,In-Play,,
2,0,1,1,0,0,0,40,40,60,7,2,Player1,1,0,0,FH,Topspin,2.8,-14.1,-0.8,-0.1,Forced-Error,,
